left_dimension,left_value,right_dimension,right_value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
types,line,legend_placement,图内中部,250,1,0.004,0.003333,1,0.000185,0.000103,8.5e-05
types,line,legend_placement,图内右上/上方,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,图内右下,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,图内右中,250,1,0.004,0.003333,1,0.000185,0.000103,8.5e-05
types,line,legend_placement,图顶,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,line,legend_placement,左 panel 内/右上 legend,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,左 panel 内；右侧各 panel 内,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,左 panel 右上；右 panel 复用该 legend 语义,250,1,0.004,0.003333,3,0.000556,0.000667,0.000556
types,line,legend_placement,左 panel 右下、右 panel 左上，重复 legend,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,line,legend_placement,左 panel 右下、右 panel 左下，重复 legend,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,line,legend_placement,左 panel 左上共享 legend,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,line,legend_placement,左/右 panel 内部右下或中下,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,左、右 panel 各自的上方/内部 legend,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,line,legend_placement,左上,250,1,0.004,0.005,2,0.00037,0.000286,0.000357
types,line,legend_placement,左上 + 右侧 colorbar,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,左上 panel 内的共享 legend,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,line,legend_placement,左上 panel（Phase IV）内的共享 legend,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,line,legend_placement,左上图内,250,1,0.004,0.003333,1,0.000185,0.000103,8.5e-05
types,line,legend_placement,左下,250,1,0.004,0.005,3,0.000556,0.000429,0.000536
types,line,legend_placement,左下/中上/右上等各 panel 内；无共享 legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,左下图内 legend，分 method/initializer 两组,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,左下角；含灰色水平 reference line,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,左侧 Ib panel 右上/上方的共享 legend,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,line,legend_placement,左侧 panel 内；右侧柱图下方,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,左列各 row legend；右列复用语义,250,1,0.004,0.003333,3,0.000556,0.000667,0.000556
types,line,legend_placement,左图右上；右图右侧 colorbar,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,左图右下角；右图无 legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,底部共享 legend,250,2,0.008,0.008333,2,0.00037,0.00032,0.000324
types,line,legend_placement,底部共享图例,250,1,0.004,0.003333,2,0.00037,0.000205,0.000171
types,line,legend_placement,底部居中的共享 legend,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
types,line,legend_placement,底部横向 shared legend,250,1,0.004,0.003333,2,0.00037,0.000444,0.00037
types,line,legend_placement,曲线组上方,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,模块上方与右侧曲线旁,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,每 panel 左上，重复 legend,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
types,line,legend_placement,每个 SAE panel 右侧重复 feature legend,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,每个 panel 上方各自 legend,250,1,0.004,0.003333,3,0.000556,0.000667,0.000556
types,line,legend_placement,每个 panel 内上方的 regression legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,每个 panel 内重复,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,每个 panel 右上区域重复,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,line,legend_placement,每个 panel 右下/下部各自放置 3–4 项 legend,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,每个 panel 右下角内置 Method legend，两个 panel 各重复一份,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,每个 panel 左上角；无共享 legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,每个右 panel 上方/左 panel 右侧,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,轴内右下角,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
types,line,legend_placement,面板左上区域,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,line,legend_placement,面板左上图内,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,line,legend_placement,顶部,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,顶部/内部,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,顶部/局部 legend,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,顶部中央,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,顶部共享,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,首 panel 右下，语义上跨面板共享,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,map,legend_placement,below success-rate panels,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,map,legend_placement,bottom-left (embedded),250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,map,legend_placement,bottom_center,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,map,legend_placement,maze 下方,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,map,legend_placement,maze 面板下方,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,map,legend_placement,upper_right,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
types,map,legend_placement,各 panel 右上,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,map,legend_placement,每个 tile 右上角,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,matrix,legend_placement,Right of each heatmap.,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,matrix,legend_placement,bar legend and heatmap colorbars,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,matrix,legend_placement,below,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
types,matrix,legend_placement,bottom center,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,matrix,legend_placement,bottom center/right,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,matrix,legend_placement,bottom colorbar and lower legend,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,matrix,legend_placement,center between the 3D and 1D portions of panel (b),250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,matrix,legend_placement,each heatmap right side,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,matrix,legend_placement,inside A lower-left; inside B and D panels near lower-right/right,250,1,0.004,0.005,1,0.000185,0.001333,0.001667
types,matrix,legend_placement,inside upper-left of A2 and B2; colorbars at heatmap right edges,250,1,0.004,0.005,1,0.000185,0.001333,0.001667
types,matrix,legend_placement,lower-left for top field; per-panel head titles/colorbars,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,matrix,legend_placement,panel-inset,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,matrix,legend_placement,right,250,2,0.008,0.008333,5,0.000926,0.000952,0.001032
types,matrix,legend_placement,right and in-panel,250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,matrix,legend_placement,right color bar,250,1,0.004,0.003333,2,0.00037,0.000615,0.000513
types,matrix,legend_placement,right colorbar,250,7,0.028,0.025,9,0.001667,0.001587,0.001402
types,matrix,legend_placement,right colorbars,250,1,0.004,0.003333,2,0.00037,0.00032,0.000267
types,matrix,legend_placement,right of discount panels,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
types,matrix,legend_placement,right of each heatmap,250,1,0.004,0.003333,1,0.000185,0.000235,0.000196
types,matrix,legend_placement,right of each layer panel,250,1,0.004,0.005,2,0.00037,0.0005,0.000625
types,matrix,legend_placement,right of each panel,250,2,0.008,0.01,8,0.001481,0.001101,0.001376
types,matrix,legend_placement,right shared colorbar,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,matrix,legend_placement,right-side colorbar for each panel,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,matrix,legend_placement,right_colorbar,250,1,0.004,0.005,4,0.000741,0.000421,0.000526
types,matrix,legend_placement,right_of_each_heatmap,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,matrix,legend_placement,top center,250,2,0.008,0.008333,2,0.00037,0.000124,0.000132
types,matrix,legend_placement,top right,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,matrix,legend_placement,upper center of the right panel,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,matrix,legend_placement,upper right,250,1,0.004,0.005,2,0.00037,0.0004,0.0005
types,matrix,legend_placement,upper right for line panels; right-side color bars for heatmaps,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,matrix,legend_placement,upper-right Key swatches,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,matrix,legend_placement,upper-right beside attention map,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,matrix,legend_placement,upper-right within each small panel,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,matrix,legend_placement,右侧 colorbar,250,2,0.008,0.006667,4,0.000741,0.000583,0.000486
types,matrix,legend_placement,各 panel 内 token key,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,matrix,legend_placement,各 panel 右侧 colorbar,250,2,0.008,0.008333,2,0.00037,0.000312,0.000339
types,matrix,legend_placement,图(b)右上角图例；图(a)由各矩阵下方直接标签标识,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,matrix,legend_placement,每个 heatmap 右侧 colorbar,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,matrix,legend_placement,顶部共享图例,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,network,legend_placement,below each graph,250,1,0.004,0.005,1,0.000185,8.2e-05,0.000102
types,network,legend_placement,bottom,250,1,0.004,0.005,1,0.000185,8.2e-05,0.000102
types,other,legend_placement,(a)/(d) panel-internal labels,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,other,legend_placement,"above panels (b,c), with a separate resolution key inside each plot",250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,other,legend_placement,around radial chart,250,1,0.004,0.005,1,0.000185,0.000129,0.000161
types,other,legend_placement,at the top of each backend group,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,other,legend_placement,below each panel,250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,other,legend_placement,bottom,250,4,0.016,0.016667,9,0.001667,0.000677,0.000688
types,other,legend_placement,bottom centered,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,other,legend_placement,bottom_center,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,other,legend_placement,center,250,2,0.008,0.008333,3,0.000556,0.00023,0.000204
types,other,legend_placement,"center, two columns",250,1,0.004,0.005,1,0.000185,3e-05,3.7e-05
types,other,legend_placement,colorbar at right of 3-D surface,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,other,legend_placement,inside radar and beside lower-left bars,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,other,legend_placement,local legend in each panel,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,other,legend_placement,lower-left for top field; per-panel head titles/colorbars,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,other,legend_placement,lower/right side of panel (a); none in panels (b)/(c),250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,other,legend_placement,lower_right,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,other,legend_placement,panel-local,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,other,legend_placement,panel-local; compact legends in (e-f),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,other,legend_placement,per-panel open area,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,other,legend_placement,radar top-left and bar panels top/center,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,other,legend_placement,"radar-chart inset, lower-left",250,1,0.004,0.005,1,0.000185,0.000108,0.000135
types,other,legend_placement,radial legend and right-side split legend,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,other,legend_placement,repeated in each panel,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,other,legend_placement,right,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,other,legend_placement,top center,250,1,0.004,0.005,4,0.000741,0.000281,0.000351
types,other,legend_placement,top of composite,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,other,legend_placement,top of loss panel and local heatmap keys,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,other,legend_placement,top of loss panel and panel-local surfaces,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,other,legend_placement,top of right plots,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,other,legend_placement,top of the right bar panel,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,other,legend_placement,"top, shared across the two radar panels",250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,other,legend_placement,top-center and bottom-center row legends,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,other,legend_placement,upper center,250,1,0.004,0.003333,1,0.000185,0.0001,8.3e-05
types,other,legend_placement,upper right,250,2,0.008,0.006667,2,0.00037,0.000267,0.000222
types,other,legend_placement,upper-left,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,other,legend_placement,upper-left of HS panel,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,other,legend_placement,upper-right,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,other,legend_placement,upper-right of first panel,250,1,0.004,0.003333,3,0.000556,0.000429,0.000357
types,other,legend_placement,upper_left_inside_each_panel,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
types,other,legend_placement,upper_right,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,other,legend_placement,upper_right_inside_each_panel,250,1,0.004,0.005,3,0.000556,0.001091,0.001364
types,other,legend_placement,upper_right_inside_plot,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,other,legend_placement,各方法面板局部 legend,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,other,legend_placement,底部共享图例,250,1,0.004,0.003333,2,0.00037,0.000205,0.000171
types,other,legend_placement,每个雷达 panel 顶部附近独立放置 Base Instruct/TI-DPO legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,other,legend_placement,顶部共享 legend,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,pareto,legend_placement,below,250,1,0.004,0.005,5,0.000926,0.000488,0.00061
types,pareto,legend_placement,"below the plot, centered in two rows",250,1,0.004,0.005,2,0.00037,0.000667,0.000833
types,pareto,legend_placement,lower right,250,1,0.004,0.003333,2,0.00037,0.000211,0.000175
types,pareto,legend_placement,lower-right,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,pareto,legend_placement,lower_left,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,pareto,legend_placement,outside right of top panel,250,1,0.004,0.005,1,0.000185,3e-05,3.7e-05
